,vehicle_count,average_speed,lane_occupancy,flow_rate,time_of_day,waiting_time
5577,96,60.52333654,43.43672064,1163,morning,14.85702165
5578,69,66.10671934,44.32145941,701,night,5.996316657
5579,36,37.17931558,76.25100241,1157,morning,1.013366311
5580,58,45.61286979,34.75434199,1071,afternoon,5.042730686
5581,73,6.267580757,50.75283834,1246,evening,0.394340047
5582,58,48.7439155,21.17136013,946,evening,17.02547967
5583,27,22.5938953,76.34715593,1071,morning,32.44317484
5584,109,96.93910032,55.19315333,1203,night,5.987817827
5585,50,56.02507479,25.50635973,1314,morning,22.90167436
5586,77,42.0318768,26.59350814,820,night,11.789899
5587,67,65.05168777,29.353678,1403,afternoon,3.834776007
5588,118,22.18578592,69.92919503,542,evening,4.094821366
5589,116,40.12158111,59.5092002,1221,night,28.87908129
5590,116,43.02619329,82.22456606,947,evening,3.756960835
5591,117,62.89419979,57.15299152,1332,morning,24.17337499
5592,59,30.43575744,30.6653392,801,evening,6.344687758
5593,62,36.05506914,96.2870202,1278,evening,60.32705385
5594,82,52.23172434,88.61041999,752,morning,1.538165611
5595,120,62.62846,27.88213981,946,evening,14.68595287
5596,86,54.2282883,91.2692965,1428,morning,43.0028297
5597,67,31.87657938,72.01243403,501,evening,41.48738948
5598,50,52.13073214,41.46937908,725,night,4.691841931
5599,70,36.29988146,46.68768176,649,morning,6.571745874
5600,64,31.14166053,44.63815423,1320,afternoon,23.7113826
5601,120,58.16254488,79.68634814,872,evening,34.58451134
5602,75,60.92704151,17.55042031,865,evening,41.86414083
5603,82,49.72752453,5.866789183,569,afternoon,29.07084743
5604,64,60.22171296,49.84579116,709,evening,45.85191837
5605,73,65.39855556,29.04095674,1370,morning,17.38809604
5606,115,1.047061082,56.39243141,585,evening,24.67094012
5607,119,58.21172343,97.8194871,829,afternoon,17.0341681
5608,72,80.97324354,67.1452565,654,night,42.93195114
5609,98,44.31531801,95.92183289,548,morning,5.764301122
5610,90,80.7429259,73.20547124,994,morning,8.726947826
5611,52,56.30739874,7.591503482,795,evening,54.38948014
5612,103,51.59290544,88.93008714,1013,night,37.59410848
5613,54,55.32660382,19.89195969,1203,afternoon,39.86007198
5614,102,19.5729006,86.4789339,1050,evening,3.131711914
5615,116,83.43145067,74.90834012,1305,evening,19.87306305
5616,134,40.05897349,83.86175772,1240,evening,24.92676473
5617,128,26.03660749,25.35804423,1120,afternoon,45.41298305
5618,60,39.32705128,80.73968173,1403,morning,16.45747062
5619,35,50.46113919,61.03520447,956,afternoon,23.34217971
5620,95,72.58853761,8.187302573,1348,afternoon,8.167407282
5621,42,48.49087361,88.91319266,991,morning,53.53563678
5622,34,43.57592022,87.68112646,1321,evening,73.56415085
5623,116,43.89189562,57.19911323,1414,evening,18.71768389
5624,87,22.87979686,45.26243113,1246,afternoon,17.24758809
5625,52,39.46206893,40.05470241,655,afternoon,11.93672344
5626,32,38.19469157,60.27372829,769,morning,9.3111417
5627,45,55.00110708,84.16907897,775,afternoon,24.18121744
5628,84,15.54231984,56.59276597,1437,evening,5.54543641
5629,108,41.17068405,12.96518149,1300,morning,26.69807356
5630,43,76.15300192,30.61691824,753,evening,24.71941726
5631,29,58.3990767,66.824679,695,evening,35.53156059
5632,64,68.79996678,64.68247529,497,morning,7.675594931
5633,49,42.13838624,51.88981282,574,night,36.31573327
5634,128,83.32206167,24.04779453,706,morning,0.512057492
5635,73,65.93920803,27.05797066,1270,evening,22.93463433
5636,39,51.36909085,48.42496182,1400,morning,55.75081628
5637,77,62.92360338,39.4496249,827,morning,39.03705429
5638,115,25.2859378,31.59369061,1088,afternoon,57.08052665
5639,82,24.86788686,82.94581237,1071,night,4.817257852
5640,38,66.14076287,50.40187233,1408,night,38.07064023
5641,107,72.67625667,50.30687564,1042,afternoon,18.99409842
5642,66,31.60395806,42.80559228,1377,evening,11.70989844
5643,26,67.09088482,68.09028151,1019,evening,13.19065859
5644,102,60.69477285,17.56496858,1363,morning,3.225610962
5645,83,34.10176657,94.35880696,1505,night,35.81598147
5646,116,30.12910892,10.46126683,1469,morning,29.98172088
5647,110,35.5731662,71.02997741,522,afternoon,4.96822371
5648,34,40.22553531,70.43026692,582,morning,23.57255481
5649,57,42.06610778,11.39377704,631,evening,4.16648999
5650,117,18.15693322,99.30427528,1031,night,11.27776267
5651,100,40.25141154,3.431387804,1281,afternoon,1.353765267
5652,62,56.35848472,36.46899658,520,evening,29.11220155
5653,87,63.24094541,42.4770251,769,evening,0.37543846
5654,39,38.18741713,80.28061733,1038,evening,9.062957762
5655,27,79.88541673,2.98173811,900,evening,9.305863454
5656,34,50.40374179,55.70201586,1141,evening,41.3921605
5657,133,100.7103358,20.4001018,994,afternoon,17.96944387
5658,63,35.06518837,57.25887603,1309,evening,25.54419255
5659,60,57.23499022,64.63468903,909,evening,8.594198982
5660,28,48.24702367,3.414111678,1126,evening,23.79749813
5661,128,36.65197228,6.746464414,1292,night,4.847455321
5662,79,67.23171801,8.522440494,1323,evening,146.2394632
5663,112,65.25505671,85.22774449,735,morning,21.83051254
5664,56,44.87061807,92.66671733,1392,afternoon,63.45330882
5665,78,56.36887486,43.77226725,1273,afternoon,3.3511482
5666,60,55.19490097,87.47962934,1318,morning,26.77872797
5667,94,44.77360883,47.62101778,736,evening,33.35546232
5668,62,34.88340969,40.11262943,629,afternoon,46.67031427
5669,123,49.96370488,53.12449589,594,evening,19.96113244
5670,72,46.18607091,79.01856183,638,night,1.10244574
5671,50,28.77119557,22.37658378,789,morning,9.081384004
5672,84,63.15310443,30.17318184,1051,afternoon,9.880648583
5673,114,50.89668397,84.88744607,1343,afternoon,11.50095645
5674,84,47.28345977,91.59764408,1205,evening,2.901998215
5675,82,20.17710374,12.30098596,1249,morning,0.019022994
5676,112,56.34171884,70.49349991,1164,night,21.9996454
5677,70,20.23439363,0.962018807,1464,night,40.0432216
5678,46,52.82163104,24.61872147,697,afternoon,7.845007034
5679,78,67.04700873,6.862783803,1397,evening,35.50602045
5680,50,83.2433512,51.53914457,1039,evening,39.40484214
5681,95,51.33842105,34.33837201,524,evening,15.89211564
5682,68,85.16677387,13.75875038,1113,night,22.33622007
5683,57,64.65377566,0.032082709,1183,evening,11.30623031
5684,84,59.44869806,38.83872139,583,morning,14.11085305
5685,82,72.31791992,29.44717005,958,afternoon,26.68255678
5686,65,76.7814703,4.668887629,1073,evening,13.47870894
5687,93,66.46920453,85.17689008,934,night,20.85980437
5688,91,47.17827655,41.07778887,1008,morning,40.84990971
5689,79,39.27353715,77.4784415,1212,afternoon,100.2338272
5690,86,24.18111971,42.20420653,1375,afternoon,66.50818432
5691,103,53.36130829,6.751531371,1288,evening,73.77661901
5692,106,73.62633579,39.4263099,814,night,72.64696159
5693,94,30.76571058,88.61324107,658,night,8.293627823
5694,59,28.46827489,0.777240269,908,afternoon,87.79208295
5695,92,85.95857105,89.53034259,1352,evening,7.544920453
5696,110,44.87622607,65.67277944,842,night,59.90053912
5697,85,15.58671569,99.56336226,935,night,26.10255959
5698,125,20.87109114,91.61176545,1413,morning,54.73349451
5699,138,58.85325932,86.89523804,883,afternoon,120.9005452
5700,78,40.47864379,3.750980081,1135,evening,62.55238749
5701,63,59.56905526,28.02479159,1231,morning,50.86683313
5702,78,45.56587746,37.47437469,1344,evening,6.939243347
5703,78,54.22561605,69.98225884,724,night,58.9633899
5704,117,85.34579316,64.86407917,657,afternoon,5.436923504
5705,52,46.2679571,17.16958334,978,morning,21.56737137
5706,27,73.54927679,73.6835755,929,afternoon,20.93545033
5707,38,52.26950148,15.56279928,1235,night,21.94049946
5708,39,26.98643919,45.64331937,632,afternoon,38.52796224
5709,119,89.52741936,57.87395152,1241,evening,15.12710291
5710,123,92.44718746,87.06824035,688,night,18.29981228
5711,71,46.93723659,63.13220356,511,evening,32.27801099
5712,92,53.03610302,95.48437252,1337,morning,34.4060246
5713,119,74.79091456,99.44935977,967,evening,17.26264187
5714,95,46.30355519,50.88224531,841,morning,1.60657801
5715,96,69.32967728,5.147980569,1427,night,8.99613392
5716,97,33.72400465,2.831889992,714,night,86.48028596
5717,93,86.66087267,85.56481622,788,afternoon,78.68772196
5718,59,57.26896757,49.98501199,1230,afternoon,31.46456163
5719,64,65.01552718,36.67936868,1154,afternoon,6.145744561
5720,116,77.1299041,28.44560908,1090,night,3.018118469
5721,103,66.37432938,28.17896407,1384,afternoon,89.58892386
5722,51,48.98678597,7.281988563,1461,morning,61.94671043
5723,108,84.41003755,30.2992833,1169,night,15.22133844
5724,104,66.70246425,64.48061786,1120,morning,29.79534099
5725,91,46.70701294,38.52099474,1149,night,73.65528278
5726,126,19.93590481,94.78178118,1381,afternoon,4.460359474
5727,66,49.70882998,66.81704276,975,evening,30.33968602
5728,81,39.40925526,86.3976658,560,afternoon,75.57952378
5729,102,50.4914099,11.41602894,1258,morning,54.33268383
5730,39,37.16678288,45.05158697,520,evening,10.1535941
5731,51,57.68303062,4.143863595,868,afternoon,91.1261307
5732,126,41.0183063,89.50134977,1395,night,6.813157687
5733,66,78.54128136,14.68686121,802,night,7.017544151
5734,79,62.27804985,80.54214773,554,afternoon,3.047959855
5735,38,40.69116239,92.38110614,1209,morning,3.770924837
5736,33,50.18141379,44.18883043,870,morning,43.02086447
5737,119,60.17554565,38.93609148,1199,night,9.683247403
5738,122,19.94503874,60.01176983,1329,morning,61.00649842
5739,78,59.36647578,74.03300113,502,morning,58.47455666
5740,47,15.80680727,64.56098938,1476,evening,3.715292227
5741,90,80.7009947,0.115467082,979,evening,22.80107585
5742,66,42.53996393,78.59352809,1089,morning,40.3499223
5743,71,70.97885446,14.73880374,823,night,34.43173097
5744,38,27.10221763,44.9676311,1121,evening,3.283405859
5745,91,61.48843882,28.23566776,962,afternoon,11.64693447
5746,85,26.5395216,92.79074936,1130,evening,28.40067308
5747,132,44.11837348,50.21082051,768,afternoon,26.3363779
5748,94,69.35494396,52.2160537,1507,morning,50.46457287
5749,41,62.33926357,7.614692725,503,afternoon,1.731385113
5750,96,61.31069331,89.73610214,998,morning,19.63841026
5751,79,42.92447183,23.90274917,963,night,56.70408424
5752,57,29.08825153,41.39575219,517,morning,151.8195814
5753,42,65.62250331,98.52945704,1107,morning,4.126029747
5754,31,31.59845094,11.38951563,871,evening,31.14592082
5755,74,37.5563828,71.8527867,636,afternoon,0.039964736
5756,112,78.54716119,26.01344048,1397,night,12.90179301
5757,87,61.5663232,41.97901003,836,evening,17.65018065
5758,71,22.72855272,41.8192928,1035,morning,12.73325328
5759,80,49.78281016,93.22329743,815,evening,29.38564648
5760,25,46.83928991,1.03623456,1190,morning,0.464980533
5761,49,42.50723342,36.72040768,1319,afternoon,71.6629349
5762,50,43.11556426,85.24233731,779,morning,11.50493619
5763,114,76.17067528,91.05121858,697,morning,4.888336454
5764,47,89.89056796,31.13246231,1083,evening,17.03199972
5765,124,49.15006395,24.19546576,970,morning,21.64554054
5766,116,53.27647333,46.12694681,1389,afternoon,1.602644004
5767,65,22.71688854,74.58395533,1240,night,48.14544671
5768,71,83.89329472,15.40385698,526,afternoon,40.11863313
5769,68,36.8278681,78.44667914,1080,morning,21.51062041
5770,58,41.54070602,51.26724275,1422,afternoon,6.172513169
5771,69,65.8095115,14.08055387,869,morning,78.34728413
5772,73,55.61754422,67.17593617,859,morning,47.42189443
5773,54,60.98719337,62.8200788,1321,afternoon,7.985968463
5774,46,63.58876687,62.2362758,632,evening,39.95261696
5775,79,49.83609879,75.47865578,811,night,3.206350372
5776,59,67.65846665,18.12227857,853,night,3.782040421
5777,81,15.85602032,69.74973517,908,morning,17.64142992
5778,110,82.71284292,88.72943572,534,evening,36.29229433
5779,73,46.36635365,53.03112955,1186,evening,74.77548274
5780,126,67.46405945,48.60296985,1330,night,106.2019968
5781,95,59.85334104,79.77881364,815,morning,35.3207852
5782,78,10.0438438,14.62360058,560,afternoon,45.86349265
5783,108,54.36825945,34.08739808,821,morning,21.42773478
5784,80,7.7424435,85.37842373,1347,night,1.726184303
5785,104,59.88129963,49.97742869,1507,afternoon,4.016034356
5786,121,54.34672417,84.04361138,742,morning,105.9918379
5787,35,24.41377453,25.18680538,1536,evening,14.97684447
5788,125,53.7669217,38.95745852,679,morning,44.3352676
5789,42,40.49761754,82.3618586,1236,afternoon,7.471894991
5790,28,46.72645008,16.34953067,846,afternoon,22.83712029
5791,58,0,89.47776846,759,morning,4.970635085
5792,47,25.23676615,30.9863249,1135,night,49.62170505
5793,88,34.25925007,97.26968714,962,afternoon,5.520029893
5794,61,27.25979246,82.77274901,1513,night,36.71883837
5795,111,39.49138746,45.55852152,1009,morning,4.907690299
5796,75,36.55587237,74.2244644,1311,night,51.22217059
5797,80,56.03429153,55.52622352,1318,evening,20.96994253
5798,62,0,85.32474671,1124,morning,15.95264074
5799,121,89.84953343,51.81089023,1435,morning,12.31955298
5800,54,37.69563933,98.79952716,764,afternoon,34.91623431
5801,36,43.87191796,13.35069584,1253,morning,2.765179331
5802,36,61.89274892,67.64690444,705,evening,58.17943024
5803,78,84.7781078,24.56535273,1024,evening,42.96946371
5804,53,38.21755402,19.12277218,539,morning,14.00177939
5805,57,63.78720311,40.82507477,655,night,114.0065679
5806,102,36.58111535,36.74616201,548,afternoon,53.52472634
5807,121,68.80502198,4.633530418,1058,night,9.47506671
5808,94,63.94278555,42.77236242,1534,evening,65.60723427
5809,120,28.68088953,95.19182724,1233,morning,3.126551936
5810,60,61.58053688,46.68759436,1112,morning,35.0940721
5811,32,21.45438222,30.1815206,917,night,4.22422764
5812,56,35.17133602,94.90759977,706,evening,111.797024
5813,88,23.21164329,50.57225005,1440,afternoon,1.529295929
5814,105,50.01854875,28.71024715,930,morning,7.948740241
5815,116,69.96700027,78.29895045,1193,night,22.65892895
5816,82,25.14813291,22.36134387,627,evening,26.30939367
5817,75,58.01821415,24.77491049,1012,morning,21.57946142
5818,91,45.16191866,32.43320004,1252,night,40.42348489
5819,114,29.46545835,39.47684261,909,night,0.046683745
5820,129,41.55983248,58.28789498,937,evening,24.89075663
5821,89,61.57771937,51.52846684,833,night,28.63186286
5822,102,68.8046188,74.37307887,1149,morning,7.036555577
5823,96,56.14996907,71.71708595,1221,night,32.28821512
5824,61,49.25905195,4.556016702,930,night,31.83788169
5825,124,50.45845231,13.39043508,564,afternoon,22.6605924
5826,34,35.36695705,21.51919216,547,afternoon,9.004349101
5827,97,51.93777993,59.76637918,1462,evening,16.16458461
5828,36,20.59562205,89.52643509,1156,morning,9.5420358
5829,123,47.62826792,32.49066139,1416,night,44.05440163
5830,122,83.98668594,96.37440831,1447,afternoon,28.91720869
5831,75,41.22107778,17.28605581,546,night,4.918429954
5832,88,72.42380616,92.47323631,705,night,25.15283679
5833,58,63.41868829,80.10021763,900,night,70.07149009
5834,37,78.75651881,38.90334055,1313,evening,53.65664102
5835,66,0,20.63121399,919,afternoon,66.54862484
5836,28,53.54117648,39.12928791,676,night,74.67029865
5837,51,61.76100896,21.37386466,844,afternoon,6.255354962
5838,55,65.96758687,56.11517326,1036,night,38.14957676
5839,108,74.02560732,57.48187616,1101,night,31.0153782
5840,95,63.92824799,76.81893121,641,morning,1.018800406
5841,118,54.73159914,52.78650636,810,morning,45.18011359
5842,32,30.82456527,34.51462291,533,afternoon,6.965263489
5843,42,11.94219462,91.15989615,1153,night,74.67066198
5844,87,76.78637909,7.799856417,1432,afternoon,54.10491125
5845,46,37.85411436,80.87816903,1118,night,43.94629328
5846,79,42.99494055,40.95746182,1048,afternoon,35.79934941
5847,43,68.11119141,18.10994418,1429,afternoon,19.05096951
5848,107,49.61861175,12.03557301,712,evening,47.96149445
5849,62,26.85460235,22.0764409,605,evening,51.31615091
5850,97,15.85028143,12.19558268,945,afternoon,3.110212153
5851,90,42.83000946,45.89305753,972,morning,12.0617354
5852,94,51.91830795,34.96896605,691,morning,11.42253566
5853,76,65.92441352,35.65890448,859,night,3.992794397
5854,67,47.50182251,15.6868293,686,evening,111.6302505
5855,67,50.40004501,65.97425544,1407,afternoon,26.28286905
5856,42,23.60266924,60.77971351,1155,morning,26.73316315
5857,123,70.82637835,98.22864304,661,night,14.46015531
5858,110,110.2617537,16.76442393,937,night,43.91921014
5859,86,76.02383374,83.40154369,694,afternoon,19.36787023
5860,103,74.21410426,3.387161488,1335,night,40.67264661
5861,128,56.90220224,7.331911233,1149,evening,63.11597356
5862,68,29.09796597,64.80516487,1360,evening,32.09419412
5863,86,32.7645223,40.64696538,640,morning,29.27530588
5864,117,63.17293019,23.05010858,987,afternoon,46.38223303
5865,65,67.81590512,0.2756511,1170,evening,20.97560721
5866,76,31.21735097,66.3145931,854,morning,50.08225991
5867,33,59.09137647,44.08485707,595,night,2.911812786
5868,139,52.2624905,17.07872255,833,afternoon,8.309264323
5869,102,59.90304234,97.22239491,653,afternoon,77.54655469
5870,79,57.15504317,35.08417825,791,night,5.633081096
5871,37,58.18585645,30.30597008,1432,evening,18.10275866
5872,115,11.09170193,51.0314219,1128,night,19.65947499
5873,90,86.47748792,27.7206768,908,night,16.21371456
5874,81,78.30690975,27.27621222,1408,morning,60.50167129
5875,49,49.7008893,96.62866278,1078,afternoon,41.55717453
5876,118,26.39801755,26.11476218,734,night,49.85452148
5877,118,61.26438539,60.54668333,653,morning,142.3179251
5878,56,20.7614013,3.744667701,1432,night,110.451622
5879,36,83.5390299,15.43492478,657,afternoon,66.79799668
5880,130,46.77169486,2.20802053,1418,night,25.01602181
5881,99,38.07162557,53.4476706,1253,afternoon,10.7561408
5882,41,61.67283811,49.16065607,835,afternoon,38.58858003
5883,69,40.60895312,33.09225145,911,morning,89.4409189
5884,62,44.3995973,70.02813683,1355,night,138.8458043
5885,29,34.12816167,62.57946538,753,night,28.49740024
5886,87,62.50171613,60.03417227,1020,night,36.19954604
5887,36,56.15006282,33.62581141,998,evening,9.802164835
5888,49,71.0069332,32.71457277,1226,afternoon,6.753435244
5889,127,17.49775662,87.34483836,605,evening,30.55300521
5890,104,25.65635243,54.39647661,499,afternoon,7.652181629
5891,84,39.64781367,27.22341901,505,evening,15.09295536
5892,108,72.22482896,54.32207407,1090,night,20.35222277
5893,28,21.49867249,26.67708203,763,morning,80.95609782
5894,60,33.00853475,18.52990394,1215,afternoon,113.9056402
5895,122,78.40866769,28.21764023,910,afternoon,8.514778878
5896,105,60.59373115,62.88924858,715,evening,4.246293717
5897,45,71.60679616,51.58380308,1399,evening,7.642206312
5898,100,48.1783021,16.45003609,487,evening,21.94968382
5899,85,85.36616198,90.79128221,652,morning,45.82388609
5900,71,20.97837682,49.8296102,1159,afternoon,22.14375523
5901,74,45.71178883,79.37252459,1158,morning,81.15266641
5902,127,44.06865199,33.06884273,1395,morning,30.43496142
5903,56,44.31589571,95.75593998,902,evening,19.82936953
5904,62,24.88978374,75.20930977,1059,night,44.12850015
5905,21,61.08958384,45.45068706,1064,evening,92.17939462
5906,75,25.50756993,90.22928325,1052,afternoon,12.15606815
5907,33,23.35288417,71.74664806,1362,night,9.647518008
5908,63,0,43.05281937,1364,afternoon,7.199351757
5909,42,35.1568392,97.41376199,540,afternoon,23.0132452
5910,122,52.93412919,29.85433385,1184,night,18.94660385
5911,81,55.76904795,25.6570752,1318,evening,8.51921156
5912,96,45.51926801,89.46562077,1012,evening,38.36792086
5913,136,36.6069119,70.73718407,572,night,10.59543012
5914,43,41.88906876,34.55098126,792,morning,42.38159289
5915,59,36.50769848,23.18023943,1439,afternoon,54.76968076
5916,28,91.0789438,17.80382988,1488,morning,60.33612101
5917,40,25.43382641,31.34963701,1287,afternoon,4.751073931
5918,42,34.49287748,12.55399833,1480,afternoon,10.95585064
5919,94,49.99016063,14.53481461,751,afternoon,22.28031479
5920,71,28.07680191,77.66243023,1321,morning,56.04331601
5921,88,50.92186285,6.376021292,1452,night,15.3776934
5922,53,17.23761996,43.92882798,1188,night,32.35261314
5923,78,52.47716566,40.49988354,653,morning,18.18450845
5924,75,41.11502696,96.01910388,1260,morning,0.901864762
5925,90,35.09342869,46.55416735,671,night,11.40919441
5926,62,44.16274704,16.08553651,982,evening,42.40628702
5927,102,39.18087451,8.840469391,666,night,39.3125849
5928,67,41.94265654,73.24386067,622,evening,64.53790649
5929,90,65.33222796,14.77364451,657,night,26.95974686
5930,72,85.9803449,93.79831084,954,morning,43.62961358
5931,75,0,55.92133295,492,evening,16.09278701
5932,43,45.35745262,40.16965871,905,evening,12.90969097
5933,44,24.34447284,68.43326748,1488,morning,12.45809569
5934,118,43.17613976,19.89280761,520,afternoon,5.196496962
5935,132,58.05464494,38.22575173,613,evening,17.27613789
5936,39,97.74364134,3.341384998,993,morning,49.93456005
5937,53,43.55238352,87.76781663,676,afternoon,0.366654597
5938,39,52.59725492,42.52570731,1485,evening,25.66217183
5939,92,31.7218285,75.88251924,792,morning,5.694458744
5940,116,30.6765629,91.68548007,1096,night,40.89846379
5941,44,29.72431584,65.27931396,1026,night,4.532208091
5942,41,35.64874511,37.57467006,529,night,5.375426966
5943,44,40.50554309,61.95284838,619,night,1.306470959
5944,101,78.43094648,36.03310479,773,afternoon,17.53797943
5945,48,43.07525738,56.73139726,1014,evening,31.28550723
5946,69,61.10148887,43.21653237,906,night,10.22362019
5947,57,55.88155351,14.98684215,677,night,1.267717362
5948,71,69.04468985,78.01011474,617,morning,80.93399973
5949,104,11.95808385,49.64190563,1388,morning,59.09474507
5950,93,56.86050088,19.01426542,570,evening,18.64225391
5951,65,54.59238974,89.18296732,1207,night,51.99519406
5952,48,48.00335566,85.32187238,794,morning,48.45851024
5953,49,71.52579357,55.88261499,1462,afternoon,24.74010276
5954,92,47.58289931,97.03186769,968,morning,22.44829714
5955,97,67.57850918,92.71702676,1038,evening,31.58263855
5956,35,53.40138401,89.70058379,1174,night,38.41809643
5957,96,54.94704507,13.32917759,1490,afternoon,51.57851136
5958,51,56.32357128,29.46295646,1497,morning,25.63421958
5959,67,46.01257611,41.01902153,1380,morning,41.14189097
5960,56,81.27946648,83.19092717,693,night,6.160126921
5961,75,71.5117339,87.12357617,890,afternoon,41.12711302
5962,52,48.80929429,75.14851962,784,afternoon,1.796994122
5963,62,53.4196882,47.23992895,664,evening,32.22865853
5964,37,59.61978705,16.19011509,608,morning,37.3963236
5965,27,66.2013427,3.519619443,998,afternoon,102.8392868
5966,60,82.25403048,69.93023551,1129,night,16.43414787
5967,40,68.13554014,99.41540756,1359,morning,3.632834667
5968,47,46.5115168,34.54721193,918,night,12.22267328
5969,117,33.64910695,56.87319028,1359,morning,16.3001207
5970,116,69.84342676,81.05818671,1308,morning,44.08863521
5971,21,55.78067644,18.64815992,538,evening,6.182631242
5972,63,30.34888614,82.95570095,960,night,5.582935888
5973,108,67.06702901,62.53431115,759,night,7.445731817
5974,88,80.32840812,56.98483089,1419,night,7.877413912
5975,49,50.14191165,76.22816832,787,morning,77.2264956
5976,107,81.33209182,24.09485418,635,evening,5.243541665
5977,99,65.32378104,61.4780404,828,night,15.98166281
5978,106,26.82824749,24.03762535,985,night,15.48977845
5979,28,58.45113256,17.95354081,1379,night,4.094368113
5980,105,14.57680166,62.33546377,706,morning,3.461319711
5981,138,57.08076768,26.92811016,1175,evening,72.16897627
5982,116,29.50728623,71.43791732,1293,evening,54.30496133
5983,106,53.84623396,51.44854394,1232,morning,81.19400113
5984,42,63.55100544,69.49537628,1334,night,11.44323442
5985,86,38.23496065,89.16188512,1087,evening,22.42823483
5986,116,83.80966682,13.82460445,1517,evening,8.862389024
5987,100,31.57048384,6.673864789,1123,evening,14.92265549
5988,40,7.226142885,39.99169147,869,morning,47.41913351
5989,123,49.42230545,71.67076716,1428,night,19.40354101
5990,132,77.30397884,88.61514858,974,afternoon,3.482371589
5991,38,49.58006121,3.479440473,694,afternoon,0.095851774
5992,134,38.13970763,79.29581561,1353,morning,8.081225936
5993,61,17.0264883,7.541712368,600,night,6.071127101
5994,46,38.57071181,58.05756757,1400,night,47.40888334
5995,80,27.15719554,34.41028608,1053,evening,32.95494725
5996,81,54.87317494,1.765419027,976,night,54.66174261
5997,107,56.56828533,9.709344441,1165,morning,16.27791182
5998,58,31.02100202,35.37262141,977,night,26.28576704
5999,31,43.47491903,95.37534116,609,afternoon,16.20561836
6000,84,78.92403505,15.48320678,593,afternoon,7.500065787
6001,54,41.48104909,27.19770597,1335,evening,29.90393483
6002,40,40.97341716,99.41330747,1322,night,14.7598157
6003,96,53.7302583,48.06204789,812,morning,8.603674943
6004,65,21.80202071,26.22451067,1313,afternoon,83.64758231
6005,71,68.99624107,61.59394695,1476,morning,3.422411596
6006,47,41.73786544,43.60322677,1389,afternoon,44.99019562
6007,32,26.83845291,85.83081264,1429,afternoon,23.92426967
6008,110,60.74576438,0.797914337,687,afternoon,43.19545449
6009,118,40.2456436,99.67766087,534,morning,2.825084965
6010,124,32.48347647,6.631244137,645,morning,14.84921154
6011,103,51.452973,53.71236864,941,night,47.69454217
6012,87,71.03540618,69.73999899,1195,evening,50.63467231
6013,98,41.78607077,54.98302007,1459,night,46.66383607
6014,46,30.69646425,30.07737591,1062,morning,40.91824383
6015,109,5.083803638,85.54327692,549,night,14.17689587
6016,52,20.9990735,43.04230308,1449,morning,37.78399426
6017,30,40.35252853,30.07013421,624,afternoon,3.476964205
6018,36,23.85125226,76.83337011,555,evening,5.323848249
6019,22,36.02417566,14.5855868,1472,evening,23.29067317
6020,38,88.56028131,20.50090486,1402,morning,23.92900216
6021,95,74.62291821,25.2769766,1061,night,19.14740501
6022,117,33.63812926,43.48809775,771,morning,39.84070922
6023,78,52.76189987,2.033630696,1291,morning,24.89070602
6024,80,28.38909674,99.17756521,707,morning,2.038748816
6025,85,81.24229885,60.01509529,1086,morning,65.46375631
6026,86,51.42272007,97.07194402,708,evening,29.66837494
6027,134,71.00438554,80.7453265,1160,evening,67.74034153
6028,75,34.26690666,13.43099965,854,night,16.8377889
6029,67,82.02501134,20.90680551,735,evening,0.055141287
6030,96,41.20105971,3.444927872,1121,afternoon,43.15121338
6031,92,14.68425257,83.37904775,930,afternoon,25.04227305
6032,66,46.52984417,59.34576141,1091,morning,0.595539433
6033,109,36.26251771,21.50650502,1485,afternoon,25.50194406
6034,58,70.10173822,97.00847997,856,evening,80.24578959
6035,108,37.5916332,73.67389749,547,morning,7.02372646
6036,106,60.75643475,70.55188254,1149,afternoon,9.928155554
6037,84,36.35512679,26.6993896,1431,night,31.45308562
6038,103,33.08335692,31.33736306,1440,evening,51.59671425
6039,60,50.0162863,66.79788416,948,morning,30.79440534
6040,79,60.63507154,59.35516484,637,morning,33.41513667
6041,102,18.79129055,64.72835431,594,evening,11.86680516
6042,91,68.45864996,87.88227821,693,evening,0.302429169
6043,79,68.74143476,16.04009232,712,night,54.95157662
6044,35,43.90887654,11.63334173,1360,afternoon,160.4539947
6045,42,46.19456375,56.4633159,801,evening,60.39018732
6046,73,0,50.01557417,790,evening,15.20017877
6047,103,86.05298529,40.28698872,1287,night,13.00769756
6048,34,43.56611294,90.47127573,761,evening,96.46744811
6049,68,71.67893803,55.83802563,1036,morning,133.6842253
6050,80,37.89864722,56.72513739,721,night,28.42061388
6051,120,50.05785842,36.64293172,1130,evening,21.67527346
6052,93,60.46111972,34.4071836,928,evening,21.79133295
6053,86,40.82165544,98.76044453,1086,morning,6.762132882
6054,92,18.69611066,62.30727672,1106,morning,39.08064569
6055,127,47.48250323,82.51156767,585,night,5.628505588
6056,72,21.71183548,44.74581532,557,morning,7.057203901
6057,127,32.74408979,19.18543051,1232,morning,33.64075209
6058,94,37.39990334,32.48409932,1123,morning,61.04084458
6059,55,51.57926946,34.61272671,1121,evening,32.8916598
6060,128,37.14006473,56.49125249,832,evening,19.32658159
6061,113,25.61368071,15.46156837,945,afternoon,35.64688921
6062,108,53.75551729,38.70181212,491,evening,18.20818596
6063,34,63.04500996,10.05771756,701,night,31.85751456
